ID,SKU,name,description,current_price,current_stock,status,creation_date,last_update
1057,PROD-1057,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,10387.40,50,1,2026-09-22 02:54:37,2026-09-22 04:08:37
1058,PROD-1058,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3106.34,50,1,2026-09-21 03:11:59,2026-09-21 04:02:59
1059,PROD-1059,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Azul)",582.28,42,1,2026-09-20 10:37:22,2026-09-20 11:40:22
1060,PROD-1060,iPhone 16 Pro Max 128GB,Smartphone insignia de Apple con acabado en titanio y cámara profesional - Color Verde,2376.26,9,1,2026-09-20 11:54:13,2026-09-20 13:20:13
1061,PROD-1061,Apple Watch Series 10,Reloj inteligente con sensores avanzados de salud y actividad física,21962.73,25,1,2026-09-18 09:36:04,2026-09-18 10:14:04
1062,PROD-1062,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,5424.21,41,1,2026-09-22 03:08:35,2026-09-22 04:11:35
1063,PROD-1063,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla XL, Color Azul)",1435.31,79,1,2026-09-19 13:24:00,2026-09-19 15:07:00
1064,PROD-1064,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7929.41,15,1,2026-09-19 19:13:39,2026-09-19 20:10:39
1065,PROD-1065,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla XL, Color Negro)",420.65,81,1,2026-09-21 11:23:28,2026-09-21 13:13:28
1066,PROD-1066,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla XL, Color Azul)",639.15,59,1,2026-09-20 10:20:53,2026-09-20 11:57:53
1067,PROD-1067,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,17914.66,40,1,2026-09-21 15:10:20,2026-09-21 16:19:20
1068,PROD-1068,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,4673.14,18,1,2026-09-20 13:08:55,2026-09-20 13:15:55
1069,PROD-1069,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla XL, Color Rojo)",1804.45,46,1,2026-09-19 10:01:52,2026-09-19 10:08:52
1070,PROD-1070,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,5051.03,28,1,2026-09-19 14:09:58,2026-09-19 15:52:58
1071,PROD-1071,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,2993.55,14,1,2026-09-20 01:42:39,2026-09-20 02:26:39
1072,PROD-1072,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla S, Color Verde)",875.09,40,1,2026-09-21 09:44:29,2026-09-21 10:23:29
1073,PROD-1073,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,897.80,27,1,2026-09-18 04:01:42,2026-09-18 04:44:42
1074,PROD-1074,Audífonos Galaxy Buds3 Pro,Audífonos inalámbricos con cancelación activa de ruido inteligente,12077.15,34,1,2026-09-21 11:09:06,2026-09-21 12:59:06
1075,PROD-1075,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Gris)",393.86,70,1,2026-09-21 00:59:22,2026-09-21 01:01:22
1076,PROD-1076,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla XL, Color Gris)",1580.96,72,1,2026-09-18 01:55:45,2026-09-18 03:23:45
1077,PROD-1077,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,4175.16,59,1,2026-09-22 02:45:16,2026-09-22 04:10:16
1078,PROD-1078,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla L, Color Azul)",783.78,91,1,2026-09-22 05:59:40,2026-09-22 06:08:40
1079,PROD-1079,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,2415.18,27,1,2026-09-20 22:52:57,2026-09-20 23:43:57
1080,PROD-1080,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,34506.91,50,1,2026-09-20 23:33:46,2026-09-20 23:45:46
1081,PROD-1081,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,911.25,59,1,2026-09-20 16:41:57,2026-09-20 17:41:57
1082,PROD-1082,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla S, Color Verde)",2121.04,74,1,2026-09-22 08:28:00,2026-09-22 09:06:00
1083,PROD-1083,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Blanco)",1240.78,42,1,2026-09-21 06:22:28,2026-09-21 07:27:28
1084,PROD-1084,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla M, Color Negro)",1699.86,76,1,2026-09-18 14:31:27,2026-09-18 15:44:27
1085,PROD-1085,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla L, Color Verde)",1495.35,88,1,2026-09-22 03:22:06,2026-09-22 05:18:06
1086,PROD-1086,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla S, Color Rojo)",781.39,69,1,2026-09-18 08:52:27,2026-09-18 09:22:27
1087,PROD-1087,Smart TV Bravia XR OLED 55,Televisor OLED con negros absolutos y procesador de imagen cognitivo,15064.24,9,1,2026-09-21 07:40:47,2026-09-21 08:06:47
1088,PROD-1088,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla M, Color Gris)",1826.74,40,1,2026-09-19 22:27:57,2026-09-19 22:57:57
1089,PROD-1089,MacBook Pro 16 M3 128GB,Computadora portátil profesional para edición de video y desarrollo - Color Blanco,28795.09,24,1,2026-09-20 06:57:20,2026-09-20 07:59:20
1090,PROD-1090,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,5316.61,10,1,2026-09-18 16:46:28,2026-09-18 17:06:28
1091,PROD-1091,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla L, Color Gris)",1766.14,32,1,2026-09-21 09:11:22,2026-09-21 11:00:22
1092,PROD-1092,Smartphone Redmi Note 13 Pro 128GB,Teléfono inteligente con excelente relación calidad-precio y gran cámara - Color Negro,11643.62,24,1,2026-09-17 20:37:02,2026-09-17 22:32:02
1093,PROD-1093,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla XL, Color Verde)",2161.91,40,1,2026-09-18 03:39:31,2026-09-18 04:52:31
1094,PROD-1094,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,5448.05,45,1,2026-09-22 04:14:30,2026-09-22 06:13:30
1095,PROD-1095,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7122.69,23,1,2026-09-21 02:42:46,2026-09-21 02:57:46
1096,PROD-1096,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla XL, Color Verde)",1949.51,64,1,2026-09-18 19:06:26,2026-09-18 19:24:26
1097,PROD-1097,MacBook Pro 16 M3 512GB,Computadora portátil profesional para edición de video y desarrollo - Color Azul,14997.33,42,1,2026-09-17 19:30:08,2026-09-17 20:32:08
1098,PROD-1098,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,2805.32,35,1,2026-09-20 08:30:47,2026-09-20 09:57:47
1099,PROD-1099,Audífonos Bluetooth WH-1000XM5,Audífonos inalámbricos con la mejor cancelación de ruido del mercado,13386.43,50,1,2026-09-19 16:54:48,2026-09-19 18:39:48
1100,PROD-1100,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla S, Color Verde)",2322.53,95,1,2026-09-18 22:15:46,2026-09-18 22:47:46
1101,PROD-1101,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,5256.01,52,1,2026-09-19 16:12:07,2026-09-19 18:07:07
1102,PROD-1102,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,6988.84,36,1,2026-09-19 19:55:57,2026-09-19 19:56:57
1103,PROD-1103,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla S, Color Blanco)",989.46,30,1,2026-09-20 03:16:08,2026-09-20 04:36:08
1104,PROD-1104,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla S, Color Gris)",2212.86,72,1,2026-09-20 07:57:54,2026-09-20 09:31:54
1105,PROD-1105,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla S, Color Blanco)",1851.74,74,1,2026-09-17 21:01:22,2026-09-17 21:46:22
1106,PROD-1106,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Azul)",1844.70,16,1,2026-09-21 08:45:51,2026-09-21 10:07:51
1107,PROD-1107,Smartphone Xiaomi 14 Ultra 128GB,Smartphone de gama alta enfocado en fotografía profesional Leica - Color Azul,7602.67,24,1,2026-09-19 09:02:47,2026-09-19 10:15:47
1108,PROD-1108,Smartphone Galaxy S26 256GB,Smartphone compacto con pantalla fluida y excelente rendimiento - Color Rojo,25831.52,46,1,2026-09-22 02:30:04,2026-09-22 02:46:04
1109,PROD-1109,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3831.32,55,1,2026-09-18 06:48:04,2026-09-18 07:21:04
1110,PROD-1110,Monitor UltraGear 27,Monitor de alta frecuencia de actualización para juegos competitivos,28883.27,17,1,2026-09-17 23:38:56,2026-09-18 00:31:56
1111,PROD-1111,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla XL, Color Rojo)",832.65,12,1,2026-09-20 20:41:57,2026-09-20 22:03:57
1112,PROD-1112,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7803.37,20,1,2026-09-19 01:28:56,2026-09-19 02:57:56
1113,PROD-1113,Smart TV 65 Neo QLED,Televisor inteligente 4K con tecnología de puntos cuánticos y alto contraste,22439.14,43,1,2026-09-19 01:14:44,2026-09-19 01:33:44
1114,PROD-1114,Audífonos Bluetooth WH-1000XM5,Audífonos inalámbricos con la mejor cancelación de ruido del mercado,34127.14,12,1,2026-09-17 13:24:47,2026-09-17 14:55:47
1115,PROD-1115,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,6687.16,39,1,2026-09-18 04:37:01,2026-09-18 05:05:01
1116,PROD-1116,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7590.00,60,1,2026-09-22 05:15:44,2026-09-22 05:49:44
1117,PROD-1117,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla XL, Color Blanco)",1277.31,36,1,2026-09-21 02:45:03,2026-09-21 03:12:03
1118,PROD-1118,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla M, Color Azul)",737.80,28,1,2026-09-17 15:32:52,2026-09-17 16:09:52
1119,PROD-1119,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla M, Color Gris)",1603.24,92,1,2026-09-20 06:04:56,2026-09-20 06:14:56
1120,PROD-1120,Smartphone Xiaomi 14 Ultra 512GB,Smartphone de gama alta enfocado en fotografía profesional Leica - Color Verde,14613.19,18,1,2026-09-21 19:14:40,2026-09-21 20:03:40
1121,PROD-1121,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,955.22,43,1,2026-09-17 19:54:50,2026-09-17 20:00:50
1122,PROD-1122,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla L, Color Rojo)",2369.54,86,1,2026-09-21 18:41:43,2026-09-21 20:16:43
1123,PROD-1123,Smartphone Galaxy Z Flip 6 1TB,Teléfono plegable compacto con pantalla exterior funcional - Color Gris,35202.10,47,1,2026-09-19 17:22:26,2026-09-19 17:38:26
1124,PROD-1124,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,1763.23,18,1,2026-09-20 12:43:15,2026-09-20 13:46:15
1125,PROD-1125,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla S, Color Gris)",1877.05,65,1,2026-09-18 08:00:28,2026-09-18 08:33:28
1126,PROD-1126,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,35237.34,36,1,2026-09-19 04:16:52,2026-09-19 05:51:52
1127,PROD-1127,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla L, Color Rojo)",2133.62,43,1,2026-09-20 14:38:49,2026-09-20 15:18:49
1128,PROD-1128,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla XL, Color Blanco)",1544.70,94,1,2026-09-21 08:04:36,2026-09-21 09:46:36
1129,PROD-1129,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla M, Color Negro)",844.20,14,1,2026-09-20 07:50:32,2026-09-20 08:23:32
1130,PROD-1130,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,4618.85,36,1,2026-09-17 17:17:53,2026-09-17 18:13:53
1131,PROD-1131,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Azul)",1409.93,28,1,2026-09-18 05:21:57,2026-09-18 06:05:57
1132,PROD-1132,MacBook Air 15 M2 256GB,Laptop ultra delgada y liviana con gran autonomía - Color Blanco,27122.75,22,1,2026-09-20 21:23:10,2026-09-20 23:17:10
1133,PROD-1133,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,7984.83,8,1,2026-09-20 15:57:50,2026-09-20 17:35:50
1134,PROD-1134,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,7395.14,23,1,2026-09-22 03:14:33,2026-09-22 04:17:33
1135,PROD-1135,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,597.31,51,1,2026-09-21 14:28:58,2026-09-21 14:43:58
1136,PROD-1136,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla S, Color Gris)",680.62,20,1,2026-09-20 06:23:01,2026-09-20 08:09:01
1137,PROD-1137,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,5175.51,25,1,2026-09-21 01:53:41,2026-09-21 03:17:41
1138,PROD-1138,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,23794.13,33,1,2026-09-19 10:40:36,2026-09-19 12:13:36
1139,PROD-1139,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,6960.92,59,1,2026-09-21 09:05:41,2026-09-21 09:41:41
1140,PROD-1140,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla XL, Color Negro)",1207.55,32,1,2026-09-18 22:19:18,2026-09-18 23:57:18
1141,PROD-1141,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla M, Color Blanco)",1185.28,61,1,2026-09-19 04:51:15,2026-09-19 06:13:15
1142,PROD-1142,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,2668.95,59,1,2026-09-20 02:19:27,2026-09-20 03:53:27
1143,PROD-1143,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla M, Color Gris)",1780.87,57,1,2026-09-20 14:01:04,2026-09-20 14:26:04
1144,PROD-1144,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla XL, Color Gris)",1560.57,64,1,2026-09-18 00:29:49,2026-09-18 02:05:49
1145,PROD-1145,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla M, Color Azul)",1705.98,21,1,2026-09-17 17:14:48,2026-09-17 18:19:48
1146,PROD-1146,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla M, Color Azul)",1483.65,92,1,2026-09-20 15:46:09,2026-09-20 15:56:09
1147,PROD-1147,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla S, Color Azul)",995.85,26,1,2026-09-21 15:01:04,2026-09-21 16:56:04
1148,PROD-1148,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla L, Color Rojo)",452.62,19,1,2026-09-17 17:55:29,2026-09-17 19:00:29
1149,PROD-1149,Monitor UltraGear 27,Monitor de alta frecuencia de actualización para juegos competitivos,15162.19,34,1,2026-09-21 11:36:05,2026-09-21 13:08:05
1150,PROD-1150,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2336.94,13,1,2026-09-22 03:17:59,2026-09-22 04:21:59
1151,PROD-1151,Monitor Odyssey G9,Monitor curvo ultrawide diseñado para gaming profesional,6874.10,16,1,2026-09-19 20:35:09,2026-09-19 20:40:09
1152,PROD-1152,Patinete Eléctrico Pro 4,Scooter eléctrico con gran autonomía para movilidad urbana,11645.10,34,1,2026-09-22 01:39:18,2026-09-22 03:04:18
1153,PROD-1153,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla L, Color Blanco)",803.80,20,1,2026-09-22 00:09:05,2026-09-22 01:26:05
1154,PROD-1154,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla XL, Color Rojo)",388.52,60,1,2026-09-18 04:21:00,2026-09-18 04:22:00
1155,PROD-1155,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,25059.12,47,1,2026-09-21 23:44:46,2026-09-22 01:01:46
1156,PROD-1156,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,5100.60,47,1,2026-09-19 15:53:32,2026-09-19 17:21:32
1157,PROD-1157,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,1066.03,16,1,2026-09-17 13:22:41,2026-09-17 13:46:41
1158,PROD-1158,Smartphone Galaxy Z Fold 6 128GB,Teléfono plegable con pantalla gigante para productividad y multitarea - Color Blanco,17579.66,14,1,2026-09-21 09:58:57,2026-09-21 10:28:57
1159,PROD-1159,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla M, Color Negro)",996.97,69,1,2026-09-18 08:56:08,2026-09-18 09:56:08
1160,PROD-1160,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla M, Color Blanco)",1938.38,66,1,2026-09-20 09:59:51,2026-09-20 10:59:51
1161,PROD-1161,Robot Aspiradora X10+,Aspiradora robótica con estación de vaciado automático y mapeo láser,9113.35,23,1,2026-09-20 22:17:12,2026-09-21 00:03:12
1162,PROD-1162,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla S, Color Negro)",1705.38,65,1,2026-09-19 23:53:46,2026-09-20 01:41:46
1163,PROD-1163,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Negro)",1398.12,72,1,2026-09-20 14:07:13,2026-09-20 15:22:13
1164,PROD-1164,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,5828.61,41,1,2026-09-17 14:07:38,2026-09-17 15:01:38
1165,PROD-1165,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,2435.65,49,1,2026-09-20 00:06:27,2026-09-20 01:59:27
1166,PROD-1166,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla L, Color Azul)",1849.66,12,1,2026-09-18 10:51:12,2026-09-18 11:27:12
1167,PROD-1167,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,3013.24,22,1,2026-09-20 13:17:14,2026-09-20 13:45:14
1168,PROD-1168,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,1396.81,26,1,2026-09-21 20:39:04,2026-09-21 22:10:04
1169,PROD-1169,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla XL, Color Blanco)",1686.96,46,1,2026-09-21 15:56:51,2026-09-21 17:31:51
1170,PROD-1170,Smartphone Xiaomi 14 Ultra 256GB,Smartphone de gama alta enfocado en fotografía profesional Leica - Color Blanco,6049.15,36,1,2026-09-18 02:03:09,2026-09-18 03:44:09
1171,PROD-1171,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla M, Color Blanco)",1547.19,12,1,2026-09-19 15:36:34,2026-09-19 17:28:34
1172,PROD-1172,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla M, Color Rojo)",418.74,18,1,2026-09-19 12:32:37,2026-09-19 13:27:37
1173,PROD-1173,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,4784.43,19,1,2026-09-20 10:11:22,2026-09-20 10:44:22
1174,PROD-1174,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla L, Color Blanco)",2184.83,75,1,2026-09-21 03:21:48,2026-09-21 04:46:48
1175,PROD-1175,Monitor Odyssey G9,Monitor curvo ultrawide diseñado para gaming profesional,28864.03,12,1,2026-09-18 02:46:44,2026-09-18 04:26:44
1176,PROD-1176,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,718.97,14,1,2026-09-18 11:41:07,2026-09-18 13:01:07
1177,PROD-1177,iPad Pro 12.9,Tableta profesional con pantalla Liquid Retina XDR y chip M2,6074.66,23,1,2026-09-21 18:29:28,2026-09-21 19:25:28
1178,PROD-1178,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,1572.65,31,1,2026-09-19 12:05:17,2026-09-19 13:49:17
1179,PROD-1179,Smartphone Galaxy Z Fold 6 1TB,Teléfono plegable con pantalla gigante para productividad y multitarea - Color Azul,27807.29,5,1,2026-09-18 23:05:03,2026-09-19 00:51:03
1180,PROD-1180,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla M, Color Negro)",921.93,63,1,2026-09-19 15:52:48,2026-09-19 17:12:48
1181,PROD-1181,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,6124.37,41,1,2026-09-20 00:46:30,2026-09-20 02:26:30
1182,PROD-1182,Apple Watch Series 10,Reloj inteligente con sensores avanzados de salud y actividad física,15176.03,31,1,2026-09-20 06:10:05,2026-09-20 07:59:05
1183,PROD-1183,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3763.60,57,1,2026-09-17 12:48:22,2026-09-17 14:19:22
1184,PROD-1184,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,2971.11,33,1,2026-09-22 03:50:32,2026-09-22 04:11:32
1185,PROD-1185,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla S, Color Verde)",2333.42,29,1,2026-09-20 23:02:00,2026-09-20 23:09:00
1186,PROD-1186,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3455.22,51,1,2026-09-21 17:25:02,2026-09-21 18:35:02
1187,PROD-1187,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Gris)",366.99,45,1,2026-09-20 16:13:21,2026-09-20 17:31:21
1188,PROD-1188,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,23357.72,39,1,2026-09-21 06:17:11,2026-09-21 07:57:11
1189,PROD-1189,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7146.33,58,1,2026-09-21 09:50:22,2026-09-21 10:41:22
1190,PROD-1190,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,1812.44,26,1,2026-09-19 20:09:15,2026-09-19 21:41:15
1191,PROD-1191,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,7938.62,26,1,2026-09-18 18:29:05,2026-09-18 18:40:05
1192,PROD-1192,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,6153.55,18,1,2026-09-17 14:46:06,2026-09-17 14:49:06
1193,PROD-1193,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6724.94,27,1,2026-09-21 21:09:47,2026-09-21 22:03:47
1194,PROD-1194,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,855.59,31,1,2026-09-19 01:11:14,2026-09-19 02:31:14
1195,PROD-1195,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,762.77,49,1,2026-09-18 05:31:31,2026-09-18 06:28:31
1196,PROD-1196,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla S, Color Azul)",1078.81,40,1,2026-09-22 08:39:02,2026-09-22 10:14:02
1197,PROD-1197,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,2673.93,50,1,2026-09-22 05:39:02,2026-09-22 07:23:02
1198,PROD-1198,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,3270.26,55,1,2026-09-18 23:25:18,2026-09-18 23:38:18
1199,PROD-1199,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla M, Color Gris)",1326.77,28,1,2026-09-21 18:59:51,2026-09-21 19:53:51
1200,PROD-1200,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla S, Color Azul)",2260.29,70,1,2026-09-18 18:38:15,2026-09-18 19:35:15
1201,PROD-1201,Barra de Sonido HT-A7000,Sistema de audio para cine en casa con soporte Dolby Atmos,19182.07,42,1,2026-09-20 20:45:47,2026-09-20 21:51:47
1202,PROD-1202,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla XL, Color Verde)",1260.36,66,1,2026-09-21 15:42:10,2026-09-21 17:41:10
1203,PROD-1203,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Blanco)",1437.44,72,1,2026-09-21 18:55:34,2026-09-21 19:53:34
1204,PROD-1204,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,4691.06,18,1,2026-09-20 05:41:04,2026-09-20 06:41:04
1205,PROD-1205,Audífonos AirPods Pro 2,Audífonos intrauditivos con cancelación de ruido de nivel superior,13611.29,12,1,2026-09-21 02:58:18,2026-09-21 04:47:18
1206,PROD-1206,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla L, Color Rojo)",972.62,76,1,2026-09-18 09:41:02,2026-09-18 09:56:02
1207,PROD-1207,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla L, Color Gris)",1394.74,28,1,2026-09-18 08:03:29,2026-09-18 09:43:29
1208,PROD-1208,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,7519.84,27,1,2026-09-19 04:38:33,2026-09-19 05:05:33
