ID,SKU,name,description,current_price,current_stock,status,creation_date,last_update
1181,PROD-1181,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla L, Color Blanco)",2184.83,75,1,2026-09-21 05:06:56,2026-09-21 06:31:56
1182,PROD-1182,Monitor Odyssey G9,Monitor curvo ultrawide diseñado para gaming profesional,28864.03,12,1,2026-09-18 04:31:52,2026-09-18 06:11:52
1183,PROD-1183,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,718.97,14,1,2026-09-18 13:26:15,2026-09-18 14:46:15
1184,PROD-1184,iPad Pro 12.9,Tableta profesional con pantalla Liquid Retina XDR y chip M2,6074.66,23,1,2026-09-21 20:14:36,2026-09-21 21:10:36
1185,PROD-1185,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,1572.65,31,1,2026-09-19 13:50:25,2026-09-19 15:34:25
1186,PROD-1186,Smartphone Galaxy Z Fold 6 1TB,Teléfono plegable con pantalla gigante para productividad y multitarea - Color Azul,27807.29,5,1,2026-09-19 00:50:11,2026-09-19 02:36:11
1187,PROD-1187,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla M, Color Negro)",921.93,63,1,2026-09-19 17:37:56,2026-09-19 18:57:56
1188,PROD-1188,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,6124.37,41,1,2026-09-20 02:31:38,2026-09-20 04:11:38
1189,PROD-1189,Apple Watch Series 10,Reloj inteligente con sensores avanzados de salud y actividad física,15176.03,31,1,2026-09-20 07:55:13,2026-09-20 09:44:13
1190,PROD-1190,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3763.60,57,1,2026-09-17 14:33:30,2026-09-17 16:04:30
1191,PROD-1191,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,2971.11,33,1,2026-09-22 05:35:40,2026-09-22 05:56:40
1192,PROD-1192,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla S, Color Verde)",2333.42,29,1,2026-09-21 00:47:08,2026-09-21 00:54:08
1193,PROD-1193,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3455.22,51,1,2026-09-21 19:10:10,2026-09-21 20:20:10
1194,PROD-1194,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Gris)",366.99,45,1,2026-09-20 17:58:29,2026-09-20 19:16:29
1195,PROD-1195,Smart Band 8,Pulsera de actividad física con seguimiento del sueño y deporte,23357.72,39,1,2026-09-21 08:02:19,2026-09-21 09:42:19
1196,PROD-1196,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7146.33,58,1,2026-09-21 11:35:30,2026-09-21 12:26:30
1197,PROD-1197,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,1812.44,26,1,2026-09-19 21:54:23,2026-09-19 23:26:23
1198,PROD-1198,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,7938.62,26,1,2026-09-18 20:14:13,2026-09-18 20:25:13
1199,PROD-1199,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,6153.55,18,1,2026-09-17 16:31:14,2026-09-17 16:34:14
1200,PROD-1200,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6724.94,27,1,2026-09-21 22:54:55,2026-09-21 23:48:55
1201,PROD-1201,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,855.59,31,1,2026-09-19 02:56:22,2026-09-19 04:16:22
1202,PROD-1202,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,762.77,49,1,2026-09-18 07:16:39,2026-09-18 08:13:39
1203,PROD-1203,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla S, Color Azul)",1078.81,40,1,2026-09-22 10:24:10,2026-09-22 11:59:10
1204,PROD-1204,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,2673.93,50,1,2026-09-22 07:24:10,2026-09-22 09:08:10
1205,PROD-1205,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,3270.26,55,1,2026-09-19 01:10:26,2026-09-19 01:23:26
1206,PROD-1206,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla M, Color Gris)",1326.77,28,1,2026-09-21 20:44:59,2026-09-21 21:38:59
1207,PROD-1207,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla S, Color Azul)",2260.29,70,1,2026-09-18 20:23:23,2026-09-18 21:20:23
1208,PROD-1208,Barra de Sonido HT-A7000,Sistema de audio para cine en casa con soporte Dolby Atmos,19182.07,42,1,2026-09-20 22:30:55,2026-09-20 23:36:55
1209,PROD-1209,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla XL, Color Verde)",1260.36,66,1,2026-09-21 17:27:18,2026-09-21 19:26:18
1210,PROD-1210,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Blanco)",1437.44,72,1,2026-09-21 20:40:42,2026-09-21 21:38:42
1211,PROD-1211,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,4691.06,18,1,2026-09-20 07:26:12,2026-09-20 08:26:12
1212,PROD-1212,Audífonos AirPods Pro 2,Audífonos intrauditivos con cancelación de ruido de nivel superior,13611.29,12,1,2026-09-21 04:43:26,2026-09-21 06:32:26
1213,PROD-1213,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla L, Color Rojo)",972.62,76,1,2026-09-18 11:26:10,2026-09-18 11:41:10
1214,PROD-1214,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla L, Color Gris)",1394.74,28,1,2026-09-18 09:48:37,2026-09-18 11:28:37
1215,PROD-1215,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,7519.84,27,1,2026-09-19 06:23:41,2026-09-19 06:50:41
1216,PROD-1216,Smartphone Redmi Note 13 Pro 128GB,Teléfono inteligente con excelente relación calidad-precio y gran cámara - Color Rojo,12877.04,7,1,2026-09-20 01:55:24,2026-09-20 02:56:24
1217,PROD-1217,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,7242.18,58,1,2026-09-19 20:03:31,2026-09-19 21:03:31
1218,PROD-1218,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,4236.21,37,1,2026-09-22 04:02:14,2026-09-22 04:59:14
1219,PROD-1219,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6984.23,28,1,2026-09-18 02:07:01,2026-09-18 03:49:01
1220,PROD-1220,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2169.45,33,1,2026-09-19 14:28:47,2026-09-19 15:37:47
1221,PROD-1221,Patinete Eléctrico Pro 4,Scooter eléctrico con gran autonomía para movilidad urbana,23430.04,15,1,2026-09-21 20:06:15,2026-09-21 20:09:15
1222,PROD-1222,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,5293.75,13,1,2026-09-18 17:08:02,2026-09-18 18:27:02
1223,PROD-1223,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,4365.33,56,1,2026-09-20 10:24:29,2026-09-20 11:28:29
1224,PROD-1224,Audífonos Galaxy Buds3 Pro,Audífonos inalámbricos con cancelación activa de ruido inteligente,6880.89,6,1,2026-09-19 05:09:14,2026-09-19 06:49:14
1225,PROD-1225,Audífonos AirPods Max,Audífonos de diadema inalámbricos con sonido de alta fidelidad,3505.00,39,1,2026-09-21 05:29:21,2026-09-21 06:10:21
1226,PROD-1226,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla XL, Color Negro)",1080.91,33,1,2026-09-20 01:32:21,2026-09-20 01:35:21
1227,PROD-1227,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2354.55,15,1,2026-09-18 03:34:34,2026-09-18 04:43:34
1228,PROD-1228,Audífonos Bluetooth WH-1000XM5,Audífonos inalámbricos con la mejor cancelación de ruido del mercado,6984.75,10,1,2026-09-18 11:34:14,2026-09-18 12:13:14
1229,PROD-1229,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla S, Color Rojo)",2416.42,33,1,2026-09-17 17:04:00,2026-09-17 18:35:00
1230,PROD-1230,Smart TV Bravia XR OLED 55,Televisor OLED con negros absolutos y procesador de imagen cognitivo,4005.42,14,1,2026-09-20 01:13:53,2026-09-20 03:07:53
1231,PROD-1231,Pantalón de Buzo Tech Fleece,"Pantalón deportivo térmico con diseño estilizado (Talla S, Color Negro)",785.50,86,1,2026-09-21 02:27:23,2026-09-21 02:57:23
1232,PROD-1232,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Negro)",928.97,50,1,2026-09-20 08:48:16,2026-09-20 09:58:16
1233,PROD-1233,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla S, Color Azul)",1712.11,12,1,2026-09-19 04:18:32,2026-09-19 05:28:32
1234,PROD-1234,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,6198.64,49,1,2026-09-22 07:27:53,2026-09-22 07:43:53
1235,PROD-1235,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla XL, Color Negro)",2169.50,74,1,2026-09-18 18:44:25,2026-09-18 20:24:25
1236,PROD-1236,Parlante Portátil SRS-XG300,Bocina inalámbrica portátil resistente al agua con graves potentes,35478.46,20,1,2026-09-20 19:23:38,2026-09-20 20:17:38
1237,PROD-1237,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,407.61,37,1,2026-09-21 07:30:36,2026-09-21 08:07:36
1238,PROD-1238,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,857.33,38,1,2026-09-19 04:54:44,2026-09-19 06:10:44
1239,PROD-1239,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla L, Color Verde)",807.42,75,1,2026-09-19 06:04:43,2026-09-19 06:09:43
1240,PROD-1240,Refrigeradora InstaView,Refrigerador inteligente con panel de cristal panorámico,2982.70,10,1,2026-09-19 22:40:48,2026-09-20 00:09:48
1241,PROD-1241,Audífonos AirPods Pro 2,Audífonos intrauditivos con cancelación de ruido de nivel superior,35958.15,32,1,2026-09-18 19:49:01,2026-09-18 21:07:01
1242,PROD-1242,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,5227.29,56,1,2026-09-21 20:11:01,2026-09-21 21:08:01
1243,PROD-1243,Chaqueta Camionera de Mezclilla,"Chaqueta clásica de mezclilla resistente para uso diario (Talla L, Color Blanco)",1338.57,86,1,2026-09-19 12:56:41,2026-09-19 12:58:41
1244,PROD-1244,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,7409.16,46,1,2026-09-20 10:30:33,2026-09-20 10:30:33
1245,PROD-1245,Apple Watch Series 10,Reloj inteligente con sensores avanzados de salud y actividad física,20230.57,49,1,2026-09-21 19:32:06,2026-09-21 20:34:06
1246,PROD-1246,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla S, Color Rojo)",416.54,95,1,2026-09-20 05:56:35,2026-09-20 07:22:35
1247,PROD-1247,Smart TV Bravia XR OLED 55,Televisor OLED con negros absolutos y procesador de imagen cognitivo,29875.07,27,1,2026-09-19 21:26:03,2026-09-19 21:48:03
1248,PROD-1248,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,3916.46,20,1,2026-09-20 05:51:21,2026-09-20 05:52:21
1249,PROD-1249,Smartphone Galaxy Z Flip 6 512GB,Teléfono plegable compacto con pantalla exterior funcional - Color Blanco,3693.81,44,1,2026-09-21 08:09:59,2026-09-21 08:47:59
1250,PROD-1250,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,7848.91,31,1,2026-09-17 18:28:06,2026-09-17 19:03:06
1251,PROD-1251,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla M, Color Negro)",771.59,91,1,2026-09-19 22:47:38,2026-09-19 23:01:38
1252,PROD-1252,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Blanco)",1536.34,94,1,2026-09-22 00:42:26,2026-09-22 01:54:26
1253,PROD-1253,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,4870.05,55,1,2026-09-17 22:34:59,2026-09-17 22:50:59
1254,PROD-1254,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla L, Color Blanco)",2172.48,12,1,2026-09-21 18:01:59,2026-09-21 19:27:59
1255,PROD-1255,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,414.86,35,1,2026-09-21 10:27:25,2026-09-21 11:53:25
1256,PROD-1256,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,3687.37,34,1,2026-09-19 05:01:08,2026-09-19 05:16:08
1257,PROD-1257,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3147.19,56,1,2026-09-17 19:26:23,2026-09-17 21:19:23
1258,PROD-1258,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,2512.29,34,1,2026-09-20 18:38:51,2026-09-20 19:35:51
1259,PROD-1259,Camiseta Graphic Setin Neck,"Playera casual de algodón con estampado frontal (Talla M, Color Gris)",525.89,83,1,2026-09-22 10:44:08,2026-09-22 10:47:08
1260,PROD-1260,Cafetera Programable 12 Tazas,Cafetera de goteo con temporizador programable y jarra de vidrio,3621.03,12,1,2026-09-19 01:30:58,2026-09-19 01:55:58
1261,PROD-1261,Cámara Alpha 7 IV,Cámara mirrorless profesional de fotograma completo para foto y video,2730.97,45,1,2026-09-18 03:11:47,2026-09-18 03:14:47
1262,PROD-1262,Zapatillas Air Force 1 '07,"Tenis clásicos de cuero blanco para uso urbano y casual (Talla L, Color Gris)",881.38,70,1,2026-09-18 23:49:23,2026-09-19 00:32:23
1263,PROD-1263,Parlante Portátil SRS-XG300,Bocina inalámbrica portátil resistente al agua con graves potentes,28690.94,9,1,2026-09-22 06:05:11,2026-09-22 07:21:11
1264,PROD-1264,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,5152.65,45,1,2026-09-18 07:17:19,2026-09-18 07:27:19
1265,PROD-1265,Smart TV 65 Neo QLED,Televisor inteligente 4K con tecnología de puntos cuánticos y alto contraste,11621.42,49,1,2026-09-17 22:34:48,2026-09-18 00:14:48
1266,PROD-1266,Monitor Odyssey G9,Monitor curvo ultrawide diseñado para gaming profesional,2445.00,44,1,2026-09-21 08:18:16,2026-09-21 09:13:16
1267,PROD-1267,Smartphone Galaxy S26 Ultra 128GB,Smartphone de alta gama con cámara de 200MP y pantalla Dynamic AMOLED - Color Gris,30672.49,30,1,2026-09-18 03:03:57,2026-09-18 04:22:57
1268,PROD-1268,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla XL, Color Azul)",1348.05,64,1,2026-09-21 07:26:04,2026-09-21 08:45:04
1269,PROD-1269,Barra de Sonido HT-A7000,Sistema de audio para cine en casa con soporte Dolby Atmos,33784.26,6,1,2026-09-20 07:14:21,2026-09-20 08:20:21
1270,PROD-1270,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla S, Color Negro)",376.42,18,1,2026-09-21 03:27:18,2026-09-21 05:08:18
1271,PROD-1271,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,23126.41,21,1,2026-09-19 16:52:02,2026-09-19 17:45:02
1272,PROD-1272,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Blanco)",872.78,15,1,2026-09-17 21:55:09,2026-09-17 22:11:09
1273,PROD-1273,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla L, Color Gris)",1604.88,79,1,2026-09-22 06:02:58,2026-09-22 06:20:58
1274,PROD-1274,Patinete Eléctrico Pro 4,Scooter eléctrico con gran autonomía para movilidad urbana,21918.20,23,1,2026-09-19 18:49:28,2026-09-19 18:50:28
1275,PROD-1275,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,2204.14,60,1,2026-09-20 22:35:07,2026-09-21 00:24:07
1276,PROD-1276,Patinete Eléctrico Pro 4,Scooter eléctrico con gran autonomía para movilidad urbana,7436.95,17,1,2026-09-21 10:23:50,2026-09-21 12:19:50
1277,PROD-1277,Tablet Galaxy Tab S9 256GB,"Tableta de alto rendimiento para diseño, trabajo y entretenimiento - Color Verde",17388.24,49,1,2026-09-20 09:10:48,2026-09-20 10:26:48
1278,PROD-1278,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,5082.38,34,1,2026-09-19 12:58:06,2026-09-19 13:18:06
1279,PROD-1279,Smartphone Redmi Note 13 Pro 1TB,Teléfono inteligente con excelente relación calidad-precio y gran cámara - Color Blanco,33158.35,45,1,2026-09-18 21:35:24,2026-09-18 23:03:24
1280,PROD-1280,Robot Aspiradora X10+,Aspiradora robótica con estación de vaciado automático y mapeo láser,8066.42,35,1,2026-09-22 00:05:29,2026-09-22 01:43:29
1281,PROD-1281,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla M, Color Azul)",746.13,10,1,2026-09-19 17:56:55,2026-09-19 17:57:55
1282,PROD-1282,Consola PlayStation 5 Slim,Consola de videojuegos de última generación con almacenamiento SSD ultra rápido,20191.55,14,1,2026-09-19 07:25:40,2026-09-19 08:21:40
1283,PROD-1283,Monitor UltraGear 27,Monitor de alta frecuencia de actualización para juegos competitivos,2058.62,6,1,2026-09-18 18:06:32,2026-09-18 18:31:32
1284,PROD-1284,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla L, Color Verde)",724.71,80,1,2026-09-19 00:55:51,2026-09-19 01:17:51
1285,PROD-1285,Smartphone Galaxy S26 512GB,Smartphone compacto con pantalla fluida y excelente rendimiento - Color Negro,1245.28,48,1,2026-09-18 09:05:50,2026-09-18 09:53:50
1286,PROD-1286,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,7514.47,27,1,2026-09-20 07:32:57,2026-09-20 08:02:57
1287,PROD-1287,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla XL, Color Verde)",490.56,28,1,2026-09-18 08:09:29,2026-09-18 09:50:29
1288,PROD-1288,Audífonos AirPods Pro 2,Audífonos intrauditivos con cancelación de ruido de nivel superior,13925.94,28,1,2026-09-19 11:24:53,2026-09-19 12:40:53
1289,PROD-1289,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla S, Color Rojo)",1612.75,78,1,2026-09-19 07:57:11,2026-09-19 09:38:11
1290,PROD-1290,Audífonos Bluetooth WH-1000XM5,Audífonos inalámbricos con la mejor cancelación de ruido del mercado,2390.69,22,1,2026-09-18 07:31:35,2026-09-18 09:19:35
1291,PROD-1291,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,5927.47,58,1,2026-09-20 09:39:20,2026-09-20 11:20:20
1292,PROD-1292,Licuadora Reversible 2 Velocidades,Licuadora con motor reversible y vaso de vidrio resistente a choques térmicos,4265.46,56,1,2026-09-21 11:03:18,2026-09-21 12:39:18
1293,PROD-1293,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,4343.58,19,1,2026-09-19 11:58:43,2026-09-19 13:29:43
1294,PROD-1294,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla XL, Color Verde)",2404.87,70,1,2026-09-19 04:11:20,2026-09-19 05:25:20
1295,PROD-1295,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla S, Color Blanco)",821.98,35,1,2026-09-20 06:56:55,2026-09-20 08:46:55
1296,PROD-1296,Smartphone Xiaomi 14 Ultra 512GB,Smartphone de gama alta enfocado en fotografía profesional Leica - Color Azul,32049.17,41,1,2026-09-18 12:00:17,2026-09-18 13:59:17
1297,PROD-1297,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla S, Color Blanco)",1965.99,47,1,2026-09-20 05:50:43,2026-09-20 06:56:43
1298,PROD-1298,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla XL, Color Rojo)",1685.42,64,1,2026-09-20 06:48:48,2026-09-20 07:47:48
1299,PROD-1299,Polera Sportswear Club Fleece,"Sudadera de felpa con capucha y ajuste estándar (Talla XL, Color Gris)",936.99,13,1,2026-09-18 15:15:39,2026-09-18 16:11:39
1300,PROD-1300,Barra de Sonido HT-A7000,Sistema de audio para cine en casa con soporte Dolby Atmos,3194.04,10,1,2026-09-19 08:00:07,2026-09-19 09:47:07
1301,PROD-1301,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,7442.20,14,1,2026-09-18 06:22:49,2026-09-18 06:31:49
1302,PROD-1302,Jeans 511 Slim Fit,"Pantalón de mezclilla ajustado de estilo moderno (Talla L, Color Blanco)",1801.48,42,1,2026-09-19 09:11:45,2026-09-19 10:46:45
1303,PROD-1303,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,5762.88,16,1,2026-09-22 02:41:00,2026-09-22 04:12:00
1304,PROD-1304,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,6252.58,26,1,2026-09-22 12:52:01,2026-09-22 13:36:01
1305,PROD-1305,Zapatillas Running Pegasus 40,"Calzado de correr con amortiguación reactiva para entrenamiento (Talla S, Color Azul)",1756.30,29,1,2026-09-19 23:00:02,2026-09-19 23:29:02
1306,PROD-1306,Audífonos AirPods Max,Audífonos de diadema inalámbricos con sonido de alta fidelidad,8797.17,42,1,2026-09-22 07:34:32,2026-09-22 08:44:32
1307,PROD-1307,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla L, Color Negro)",1023.11,34,1,2026-09-20 03:33:26,2026-09-20 05:11:26
1308,PROD-1308,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3733.97,43,1,2026-09-17 17:29:38,2026-09-17 18:16:38
1309,PROD-1309,Smart TV OLED C3 65,Televisor inteligente ideal para videojuegos y películas con pánel OLED,11347.80,5,1,2026-09-20 13:53:54,2026-09-20 15:36:54
1310,PROD-1310,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,2113.73,35,1,2026-09-21 16:58:52,2026-09-21 18:34:52
1311,PROD-1311,Polerón Adicolor Classics,"Sudadera clásica con el logotipo de las tres tiras (Talla L, Color Gris)",1611.95,82,1,2026-09-22 07:29:08,2026-09-22 07:33:08
1312,PROD-1312,iPad Pro 12.9,Tableta profesional con pantalla Liquid Retina XDR y chip M2,20670.78,43,1,2026-09-21 05:37:56,2026-09-21 06:50:56
1313,PROD-1313,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla XL, Color Negro)",1499.15,34,1,2026-09-20 10:15:15,2026-09-20 10:28:15
1314,PROD-1314,Zapatillas Samba OG,"Tenis de estilo retro icónicos en cuero de primera calidad (Talla L, Color Negro)",718.56,96,1,2026-09-20 21:37:57,2026-09-20 21:59:57
1315,PROD-1315,Monitor UltraGear 27,Monitor de alta frecuencia de actualización para juegos competitivos,1452.77,17,1,2026-09-17 23:13:48,2026-09-18 01:09:48
1316,PROD-1316,Zapatillas Air Max 270,"Calzado deportivo con cápsula de aire visible para máxima comodidad (Talla M, Color Gris)",1768.08,18,1,2026-09-20 07:19:29,2026-09-20 07:26:29
1317,PROD-1317,Zapatillas Ultraboost Light,"Tenis de running con retorno de energía superior y ligereza (Talla M, Color Gris)",2198.37,62,1,2026-09-19 22:04:06,2026-09-19 22:24:06
1318,PROD-1318,Audífonos AirPods Pro 2,Audífonos intrauditivos con cancelación de ruido de nivel superior,15353.67,9,1,2026-09-19 21:45:39,2026-09-19 23:40:39
1319,PROD-1319,MacBook Pro 16 M3 512GB,Computadora portátil profesional para edición de video y desarrollo - Color Azul,29535.31,47,1,2026-09-20 10:15:16,2026-09-20 10:35:16
1320,PROD-1320,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,4218.81,51,1,2026-09-20 07:57:00,2026-09-20 08:32:00
1321,PROD-1321,Smartphone Galaxy S26 1TB,Smartphone compacto con pantalla fluida y excelente rendimiento - Color Negro,29772.68,43,1,2026-09-22 10:43:12,2026-09-22 11:14:12
1322,PROD-1322,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,3897.55,44,1,2026-09-17 18:48:06,2026-09-17 20:22:06
1323,PROD-1323,Barra de Sonido HT-A7000,Sistema de audio para cine en casa con soporte Dolby Atmos,31775.29,34,1,2026-09-19 15:36:48,2026-09-19 17:05:48
1324,PROD-1324,Aspiradora Inalámbrica SpeedPro,Aspiradora escoba sin cable con cabezal de succión de 180 grados,5059.01,59,1,2026-09-18 14:36:51,2026-09-18 15:29:51
1325,PROD-1325,Apple Watch Series 10,Reloj inteligente con sensores avanzados de salud y actividad física,16752.90,47,1,2026-09-18 15:49:32,2026-09-18 17:18:32
1326,PROD-1326,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,5709.70,10,1,2026-09-19 00:01:04,2026-09-19 01:54:04
1327,PROD-1327,Barra de Sonido HT-A7000,Sistema de audio para cine en casa con soporte Dolby Atmos,19589.68,47,1,2026-09-17 22:49:48,2026-09-18 00:18:48
1328,PROD-1328,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,3525.71,56,1,2026-09-20 21:37:13,2026-09-20 21:52:13
1329,PROD-1329,Jeans 501 Original Fit,"Pantalón de mezclilla clásico de corte recto y ajuste cómodo (Talla L, Color Azul)",1319.51,42,1,2026-09-18 19:18:37,2026-09-18 20:22:37
1330,PROD-1330,Smartphone Redmi Note 13 Pro 128GB,Teléfono inteligente con excelente relación calidad-precio y gran cámara - Color Verde,25154.24,34,1,2026-09-19 20:37:10,2026-09-19 21:20:10
1331,PROD-1331,Freidora XXL Airfryer,Freidora de aire de gran capacidad con tecnología de extracción de grasa,3414.72,8,1,2026-09-19 01:36:24,2026-09-19 01:50:24
1332,PROD-1332,Freidora de Aire 4L,Freidora sin aceite para cocinar de manera saludable y rápida,5494.25,37,1,2026-09-20 11:42:28,2026-09-20 12:41:28
1333,PROD-1333,Audífonos Galaxy Buds3 Pro,Audífonos inalámbricos con cancelación activa de ruido inteligente,23824.30,50,1,2026-09-20 04:51:28,2026-09-20 05:08:28
